31|ANTECIPADO|0|0|0|150|0|5|0|1|0
2|7 dias|7|1|0|150|0|3|0|1|0
5|7/14 dias|7|2|7|300|0|0|0|1|0
45|7/14/21 dias|7|3|7|450|0|0|0|1|0
49|7/14/21/28 dias|7|4|7|600|0|0|0|1|0
47|7/14/21/28/35 dias|7|5|7|750|0|0|0|1|0
6|14 dias|14|1|0|150|0|0|0|1|0
11|14/28  dias|14|2|14|300|0|0|0|1|0
55|14/21/28/35 dias|14|4|7|600|0|0|0|1|0
14|14/28/42 dias|14|3|14|450|0|0|0|1|0
16|14/28/42/56 dias|14|4|14|600|0|0|0|1|0
18|14/28/42/56/70 dias|14|5|14|750|0|0|0|1|0
37|21 dias|21|1|0|150|0|0|0|1|0
39|21/28/35 dias|21|3|7|450|0|0|0|1|0
32|21/42 dias|21|2|21|300|0|0|0|1|0
53|21/42/63 dias|21|3|21|450|0|0|0|1|0
3|28 dias|28|1|0|150|0|0|0|1|0
7|28/42 dias|28|2|14|300|0|0|0|1|0
30|28/35/42 dias|28|3|7|450|0|0|0|1|0
12|28/56 dias|28|2|28|300|0|0|0|1|0
1|35 dias|35|1|0|150|0|0|0|1|0
52|35/42/49 dias|35|3|7|450|0|0|0|1|0
10|42 dias|42|1|0|150|0|0|0|1|0
